"Code","M0","beta","r","Species","Date","Treatment","Location","Taxa","Pot","Height","Diameter","Comment","d2h","Range","TotMass","leafArea","Time"
"CTER-8",0.258733333011941,0.78919093293103,0.127195848866761,"TER",2014-11-17,"Home","N","CTER",8,38.3,2.72,"",2.8335872,"wide",1.88094275321483,333.393987000154,17
"DCAM-1",0.000100000000000006,0.620509415989581,0.206635000972426,"CAM",2014-11-17,"Home","N","DCAM",1,43.4,2.72,"",3.2109056,"wide",1.92780528495881,243.382270020512,17
"DCAM-2",0.00735272535715172,0.678278303497268,0.183979702923831,"CAM",2014-11-17,"Home","N","DCAM",2,39.5,2.55,"",2.5684875,"wide",1.60328339907041,209.459512711299,17
"DCAM-20",0.148952622896676,0.781558938967721,0.128729973599789,"CAM",2014-11-17,"Warmed","N","DCAM",20,41.3,2.34,"",2.2614228,"wide",1.44328456276187,175.882024122331,17
"DCAM-21",0.000100000000000046,0.613859041809256,0.193072269582341,"CAM",2014-11-17,"Warmed","N","DCAM",21,42.2,2.41,"",2.4510182,"wide",1.54249159234047,185.930765274648,17
"DCAM-22",0.267716465467711,0.794729923226158,0.113563551909173,"CAM",2014-11-17,"Warmed","N","DCAM",22,45.7,2.71,"",3.3562537,"wide",1.99958254896498,230.971287594518,17
"DCAM-23",0.000100000000000007,0.614748019901352,0.203950635882722,"CAM",2014-11-17,"Warmed","N","DCAM",23,40.2,2.74,"",3.0180552,"wide",1.83168677751865,214.646853289599,17
"DCAM-27",0.0410807022714507,0.688391819355209,0.163752126434932,"CAM",2014-11-17,"Warmed","N","DCAM",27,44.3,2.41,"",2.5729883,"wide",1.60560284904529,192.267870587193,17
"DCAM-28",0.000100000000000004,0.591795391548523,0.212035077437263,"CAM",2014-11-17,"Warmed","N","DCAM",28,42.8,2.54,"",2.7612848,"wide",1.70202339396833,201.871477827078,17
"DCAM-29",0.000100000000000004,0.615182766948118,0.179552487131416,"CAM",2014-11-17,"Warmed","N","DCAM",29,34,2.23,"",1.690786,"wide",1.13519425850079,143.901178883418,17
"DCAM-3",0.0423561235453515,0.714878562761186,0.153580997438608,"CAM",2014-11-17,"Home","N","DCAM",3,39.7,2.22,"",1.9565748,"wide",1.28063920857423,174.435813252761,17
"DCAM-4",0.00189167905737288,0.616824049018562,0.197484719927106,"CAM",2014-11-17,"Home","N","DCAM",4,42.5,2.53,"",2.7203825,"wide",1.68117875854172,217.709841298517,17
"DCAM-5",0.0226625592409668,0.61234638080391,0.15403095255527,"CAM",2014-11-17,"Home","N","DCAM",5,40.5,2.27,"",2.0869245,"wide",1.35068857858982,182.166979096924,17
"DCAM-8",0.0227257356644394,0.681501067677393,0.177317536028744,"CAM",2014-11-17,"Home","N","DCAM",8,42,2.56,"",2.752512,"wide",1.69755715806648,219.435442981629,17
"DCAM-9",0.0781883518467488,0.677944604609938,0.159554811273576,"CAM",2014-11-17,"Home","N","DCAM",9,39.1,2.99,"",3.4955791,"wide",2.06787846322073,257.68829977511,17
"DTER-1",0.0715605433598916,0.696557189992046,0.160664695895154,"TER",2014-11-17,"Home","N","DTER",1,40.1,2.45,"",2.4070025,"wide",1.77375071873864,327.417403896903,17
"DTER-10",1e-04,0.645374236572145,0.205612686526079,"TER",2014-11-17,"Home","N","DTER",10,32.5,2.89,"",2.7144325,"wide",1.95883038934589,354.960255362696,17
"DTER-21",0.0147938140825896,0.672818126777283,0.17334168163834,"TER",2014-11-17,"Warmed","N","DTER",21,36.3,2.33,"",1.9706907,"wide",1.50374019113969,164.260532068668,17
"DTER-22",0.100544956851057,0.726815628072944,0.147690019376133,"TER",2014-11-17,"Warmed","N","DTER",22,37.4,2.75,"",2.828375,"wide",2.02648015849465,221.391860557828,17
"DTER-23",0.207387446270289,0.758777115134432,0.132103434825868,"TER",2014-11-17,"Warmed","N","DTER",23,41.2,2.59,"",2.7637372,"wide",1.98816306709396,217.203854992349,17
"DTER-24",0.361759474426599,0.860352367175311,0.105769535145499,"TER",2014-11-17,"Warmed","N","DTER",24,38.3,2.74,"",2.8754108,"wide",2.0542668516426,224.428930577736,17
"DTER-25",0.000100000000000013,0.623770621850345,0.199634452041262,"TER",2014-11-17,"Warmed","N","DTER",25,31.5,2.49,"",1.9530315,"wide",1.49260508662779,163.0436421828,17
"DTER-27",0.00173176615630557,0.622803886861855,0.187124616987834,"TER",2014-11-17,"Warmed","N","DTER",27,32.7,2.56,"",2.1430272,"wide",1.61152238957824,176.039619985956,17
"DTER-28",0.0822061034995247,0.717793267750143,0.145083647705383,"TER",2014-11-17,"Warmed","N","DTER",28,37.4,2.38,"",2.1184856,"wide",1.59626868215181,174.372580631658,17
"DTER-4",0.0959953724998355,0.729396432178205,0.160384480780844,"TER",2014-11-17,"Home","N","DTER",4,34.6,2.75,"",2.616625,"wide",1.90036487356921,346.314227444045,17
"DTER-5",0.10047677172327,0.737596432271375,0.157730256237588,"TER",2014-11-17,"Home","N","DTER",5,40.9,2.59,"",2.7436129,"wide",1.97620169353636,357.519855876363,17
"DTER-6",0.0927196602358082,0.734867481280105,0.147586903424773,"TER",2014-11-17,"Home","N","DTER",6,38.4,2.54,"",2.4774144,"wide",1.81648681295397,333.822891978538,17
"DTER-7",0.11540715066755,0.773790862753226,0.136355314222234,"TER",2014-11-17,"Home","N","DTER",7,36.8,2.37,"",2.0670192,"wide",1.56417937772847,295.572290160221,17
"DTER-8",0.000763048971620369,0.661521126025431,0.184887989566237,"TER",2014-11-17,"Home","N","DTER",8,33.7,2.4,"",1.94112,"wide",1.48508431896461,283.350846177429,17
"ECAM-1",0.00010000000000007,0.646913266674785,0.18168222675402,"CAM",2014-11-17,"Home","N","ECAM",1,41.4,2.3,"",2.19006,"wide",1.34649625379343,197.523492090694,17
"ECAM-2",0.125202218074926,0.760842557700459,0.132976256862503,"CAM",2014-11-17,"Home","N","ECAM",2,36.6,2.51,"",2.3058366,"wide",1.40500674641208,204.579950785916,17
"ECAM-20",0.00407499625902578,0.676099057655391,0.185700027580354,"CAM",2014-11-17,"Warmed","N","ECAM",20,35.2,2.5,"",2.2,"wide",1.35154045908809,194.98625499249,17
"ECAM-21",0.018315866504278,0.713109555992819,0.164854498878095,"CAM",2014-11-17,"Warmed","N","ECAM",21,34.4,2.27,"",1.7725976,"wide",1.13075078983096,168.507839180888,17
"ECAM-23",0.000100000000000003,0.602009194885624,0.206840565987729,"CAM",2014-11-17,"Warmed","N","ECAM",23,42.8,2.64,"",2.9829888,"wide",1.73784928609407,239.521066630409,17
"ECAM-24",0.057785936835936,0.649358145930749,0.176395046245849,"CAM",2014-11-17,"Warmed","N","ECAM",24,42.7,2.79,"",3.3238107,"wide",1.90023765039642,257.684697936839,17
"ECAM-26",0.0444969542923412,0.705790954699175,0.166405934520229,"CAM",2014-11-17,"Warmed","N","ECAM",26,44.3,2.55,"",2.8806075,"wide",1.68844955378087,233.93535339004,17
"ECAM-28",0.0385277862428262,0.64817477330631,0.183635633194761,"CAM",2014-11-17,"Warmed","N","ECAM",28,44.7,2.89,"",3.7333887,"wide",2.09160214845955,278.731669901013,17
"ECAM-29",0.0599816291143448,0.677710957371919,0.168695136991653,"CAM",2014-11-17,"Warmed","N","ECAM",29,41.2,2.92,"",3.5128768,"wide",1.98905598798955,267.4989539464,17
"ECAM-3",0.207669139674272,0.873995822067955,0.102009332430171,"CAM",2014-11-17,"Home","N","ECAM",3,33,2.21,"",1.611753,"wide",1.04533465291448,160.282867785665,17
"ECAM-4",0.277179657763973,0.846941194305362,0.114310751932727,"CAM",2014-11-17,"Home","N","ECAM",4,45.2,2.59,"",3.0320612,"wide",1.76142188440709,246.539365052275,17
"ECAM-5",1e-04,0.614104284135984,0.19219881182512,"CAM",2014-11-17,"Home","N","ECAM",5,41.7,2.5,"",2.60625,"wide",1.55451893660791,222.384394697032,17
"ECAM-6",0.000100000000000032,0.639706747474016,0.188531027013734,"CAM",2014-11-17,"Home","N","ECAM",6,36.9,2.52,"",2.3432976,"wide",1.42382791450414,206.838811790564,17
"ECAM-7",1e-04,0.636574301603872,0.19838366875208,"CAM",2014-11-17,"Home","N","ECAM",7,36,2.33,"",1.954404,"wide",1.22568975490697,182.78051710371,17
"ETER-1",0.000100000000000002,0.674468471853349,0.19505574519757,"TER",2014-11-17,"Home","N","ETER",1,26.2,2.61,"",1.7847702,"wide",1.26508719371966,253.006301116341,17
"ETER-10",0.00533291082055652,0.786763106588479,0.148327157623489,"TER",2014-11-17,"Home","N","ETER",10,20.8,1.67,"",0.5800912,"wide",0.50015180511242,130.134868904585,17
"ETER-22",0.000675439062950363,0.634219594659665,0.192452564855719,"TER",2014-11-17,"Warmed","N","ETER",22,37.5,2.49,"",2.3250375,"wide",1.57380737902361,231.112056453357,17
"ETER-23",0.00915883973286373,0.727038587949989,0.175947873136868,"TER",2014-11-17,"Warmed","N","ETER",23,30.4,2.45,"",1.82476,"wide",1.28844729213218,197.049454306941,17
"ETER-24",0.0249402212832809,0.763021716775497,0.147463093242787,"TER",2014-11-17,"Warmed","N","ETER",24,23,1.96,"",0.883568,"wide",0.70793853974005,122.263920259971,17
"ETER-25",0.000100000000000001,0.635215468257634,0.205122475143242,"TER",2014-11-17,"Warmed","N","ETER",25,31.8,2.37,"",1.7861742,"wide",1.26590887658678,194.297338731347,17
"ETER-26",0.000100000000000002,0.688641525985814,0.164781180466791,"TER",2014-11-17,"Warmed","N","ETER",26,26.8,1.71,"",0.7836588,"wide",0.641158261106237,112.980401946155,17
"ETER-27",0.000100000000000005,0.700729177518816,0.172821739208936,"TER",2014-11-17,"Warmed","N","ETER",27,27,1.92,"",0.995328,"wide",0.781099839702741,132.232746868378,17
"ETER-29",0.009512062001744,0.692530243459,0.16304713679638,"TER",2014-11-17,"Warmed","N","ETER",29,30.2,2.13,"",1.3701438,"wide",1.01698688290811,163.185793044778,17
"ETER-3",0.000100000000000001,0.703897487505871,0.179969429563821,"TER",2014-11-17,"Home","N","ETER",3,22.5,1.8,"",0.729,"wide",0.604001895238473,148.969044921343,17
"ETER-4",0.0293763101870024,0.759702584830958,0.149401272420388,"TER",2014-11-17,"Home","N","ETER",4,25.7,2.31,"",1.3713777,"wide",1.01774306054211,216.491408574082,17
"ETER-5",0.0133880277881847,0.703742064500012,0.155651494561682,"TER",2014-11-17,"Home","N","ETER",5,25.7,2.33,"",1.3952273,"wide",1.03233579452595,218.710826587241,17
"ETER-6",0.0380076856657495,0.785090165649005,0.143089441245725,"TER",2014-11-17,"Home","N","ETER",6,31.4,2.01,"",1.2685914,"wide",0.954332932850997,206.740072250527,17
"ETER-7",0.0523070977068434,0.828549031460164,0.126128747544889,"TER",2014-11-17,"Home","N","ETER",7,25.8,1.8,"",0.83592,"wide",0.676264073539762,161.531551503911,17
"FCAM-1",0.000511645588023345,0.639486589560025,0.165154431515303,"CAM",2014-11-17,"Home","N","FCAM",1,30.9,2.28,"",1.6063056,"wide",1.03380119243729,177.01934774796,17
"FCAM-10",0.00442003608273355,0.710824173932676,0.184124971822758,"CAM",2014-11-17,"Home","N","FCAM",10,34.6,2.58,"",2.3031144,"wide",1.39203624088735,221.216025167077,17
"FCAM-2",0.000100000000000003,0.671646027180345,0.178929912164729,"CAM",2014-11-17,"Home","N","FCAM",2,34.8,2.05,"",1.46247,"wide",0.956745689569449,167.039855114394,17
"FCAM-20",0.000100000000000003,0.669890924423423,0.178322234315263,"CAM",2014-11-17,"Warmed","N","FCAM",20,27.2,2.17,"",1.2808208,"wide",0.857504975555037,143.921303363361,17
"FCAM-21",0.000100000000000001,0.652857670837637,0.184361359960692,"CAM",2014-11-17,"Warmed","N","FCAM",21,27,2.16,"",1.259712,"wide",0.845818921457119,142.4081086743,17
"FCAM-22",0.0371334830447786,0.744436595021582,0.136146725167799,"CAM",2014-11-17,"Warmed","N","FCAM",22,31.3,2.11,"",1.3935073,"wide",0.91933745745586,151.850914246113,17
"FCAM-23",0.0137076721794889,0.696369253552417,0.149066225866122,"CAM",2014-11-17,"Warmed","N","FCAM",23,28.5,2.57,"",1.8823965,"wide",1.17845909199108,183.859199576343,17
"FCAM-25",0.000100000000000002,0.654915662745813,0.194706492811068,"CAM",2014-11-17,"Warmed","N","FCAM",25,34.6,2.36,"",1.9270816,"wide",1.20151083636545,186.623345859653,17
"FCAM-26",0.025562282369253,0.73219985953546,0.135623673959789,"CAM",2014-11-17,"Warmed","N","FCAM",26,26.4,2.27,"",1.3603656,"wide",0.901245862551893,149.543831303564,17
"FCAM-28",0.000476870202277001,0.668413704818937,0.184586974027756,"CAM",2014-11-17,"Warmed","N","FCAM",28,31,2.54,"",1.999996,"wide",1.23892673158651,191.084151547995,17
"FCAM-3",0.089025818805453,0.845901113782691,0.12383579266454,"CAM",2014-11-17,"Home","N","FCAM",3,29.8,2.3,"",1.57642,"wide",1.01789345903575,174.974863757155,17
"FCAM-7",0.00169075072395373,0.691063440020785,0.160677661688778,"CAM",2014-11-17,"Home","N","FCAM",7,30,2.12,"",1.34832,"wide",0.894651376314502,158.850604103439,17
"FCAM-8",0.0571839286650674,0.810674141919054,0.112493087892846,"CAM",2014-11-17,"Home","N","FCAM",8,21.1,1.95,"",0.8023275,"wide",0.582779397027749,115.223558240577,17
"FCAM-9",0.000941266811980446,0.741666466754777,0.179768632079425,"CAM",2014-11-17,"Home","N","FCAM",9,25.4,2.25,"",1.285875,"wide",0.860298035752036,154.258901349617,17
"LONG-10",0.000788322006870511,0.657896174727908,0.108762246566029,"LONG",2014-11-17,"Home","S","LONG",10,14.6,1.35,"",0.266085,"narrow",0.367717185486381,54.6703430974325,17
"LONG-11",0.0836963876182073,0.846144949966267,0.0928181980547502,"LONG",2014-11-17,"Home","S","LONG",11,14.8,1.57,"",0.3648052,"narrow",0.477166618548694,69.613258918778,17
"LONG-12",1e-04,0.723933887662844,0.114942109264848,"LONG",2014-11-17,"Home","S","LONG",12,8.6,1.13,"",0.1098134,"narrow",0.177067554272445,27.7600725479522,17
"LONG-2",0.000100000000000004,0.694245063425557,0.111118269914225,"LONG",2014-11-17,"Home","S","LONG",2,11.5,1.11,"",0.1416915,"narrow",0.218542449827418,33.7428172181321,17
"LONG-21",0.000100000000000001,0.717943391045423,0.132837222473404,"LONG",2014-11-17,"Warmed","S","LONG",21,11.5,1.33,"",0.2034235,"narrow",0.294591333102802,62.4919150585951,17
"LONG-22",0.062470356517568,0.891294257870722,0.105479157840687,"LONG",2014-11-17,"Warmed","S","LONG",22,14.3,1.52,"",0.3303872,"narrow",0.439676454528913,86.3562260369867,17
"LONG-23",0.00010000000000023,0.683145758671194,0.141048544952507,"LONG",2014-11-17,"Warmed","S","LONG",23,17.9,1.5,"",0.40275,"narrow",0.517791181025598,98.5502454265588,17
"LONG-24",0.0297526690042058,0.983038907400928,0.103804682786773,"LONG",2014-11-17,"Warmed","S","LONG",24,6.7,1.12,"",0.0840448,"narrow",0.141983232348789,34.6574470644737,17
"LONG-26",0.0311443587552824,0.784063306653396,0.123489763205571,"LONG",2014-11-17,"Warmed","S","LONG",26,17,1.62,"",0.446148,"narrow",0.563445754370747,105.511128882709,17
"LONG-27",0.000100000000000003,0.704993426072221,0.11866740339477,"LONG",2014-11-17,"Warmed","S","LONG",27,11.3,1.29,"",0.1880433,"narrow",0.276075240234752,59.299732006137,17
"LONG-29",0.0372791256442843,0.715603767123654,0.121398634530605,"LONG",2014-11-17,"Warmed","S","LONG",29,20,1.82,"",0.66248,"narrow",0.780947437571347,137.342746446338,17
"LONG-3",0.0455795851623244,0.788350017444371,0.112781866290081,"LONG",2014-11-17,"Home","S","LONG",3,18.8,1.31,"",0.3226268,"narrow",0.431131315167045,63.3622503809593,17
"LONG-30",0.183946135527357,0.801625204471713,0.105506100424333,"LONG",2014-11-17,"Warmed","S","LONG",30,19.9,2.01,"",0.8039799,"narrow",0.916307902435761,156.270139070002,17
"LONG-31",0.110503614357187,0.998999999999997,0.0864151632605346,"LONG",2014-11-17,"Warmed","S","LONG",31,15.2,1.33,"",0.2688728,"narrow",0.370895440949558,75.2695559760418,17
"LONG-4",0.0316076350261511,0.80557098303958,0.0924975913507827,"LONG",2014-11-17,"Home","S","LONG",4,11.8,1.38,"",0.2247192,"narrow",0.319832789554208,48.0352662694035,17
"LONG-5",0.0108738659588112,0.660293449511126,0.0987381540762417,"LONG",2014-11-17,"Home","S","LONG",5,12.5,1.71,"",0.3655125,"narrow",0.477930398224433,69.7165894022271,17
"LONG-6",0.0131381980963027,0.75275877204675,0.107022145503537,"LONG",2014-11-17,"Home","S","LONG",6,11.2,1.51,"",0.2553712,"narrow",0.355448120589896,52.9766094039051,17
"LONG-7",0.0809763326368871,0.867168395059538,0.0927836879637311,"LONG",2014-11-17,"Home","S","LONG",7,15.4,1.45,"",0.323785,"narrow",0.432408888177255,63.5363603963353,17
"PEL-1",0.000100000000000003,0.661609042208664,0.200382243728322,"PEL",2014-11-17,"Home","N","PEL",1,26.4,2.11,"",1.1753544,"narrow",1.29775914704902,280.353605437224,17
"PEL-2",0.000100000000000036,0.642911882161112,0.215358260962176,"PEL",2014-11-17,"Home","N","PEL",2,29.6,2.53,"",1.8946664,"narrow",1.92493924450718,376.530764695353,17
"PEL-21",0.00134200111757635,0.63728055320357,0.208156892230557,"PEL",2014-11-17,"Warmed","N","PEL",21,28.6,2.64,"",1.9933056,"narrow",2.00732022726883,474.676124859924,17
"PEL-22",0.332355821022463,0.824533939151413,0.108687542485393,"PEL",2014-11-17,"Warmed","N","PEL",22,24.7,2.77,"",1.8952063,"narrow",1.9253921583049,460.362675923573,17
"PEL-24",0.0203201564958712,0.665686301084559,0.160913328617791,"PEL",2014-11-17,"Warmed","N","PEL",24,22.5,2.3,"",1.19025,"narrow",1.31132460510496,347.164744792117,17
"PEL-25",0.000100000000000001,0.602400260661084,0.208299036298852,"PEL",2014-11-17,"Warmed","N","PEL",25,23.7,2.16,"",1.1057472,"narrow",1.23396260409826,331.995296248068,17
"PEL-26",0.000100000000000004,0.683462053264241,0.17378518888552,"PEL",2014-11-17,"Warmed","N","PEL",26,20.7,1.91,"",0.7551567,"narrow",0.900634440537322,263.421388401329,17
"PEL-27",0.00183831903307335,0.658979486314026,0.198760121282407,"PEL",2014-11-17,"Warmed","N","PEL",27,23.1,2.56,"",1.5138816,"narrow",1.59940676244467,401.705410142699,17
"PEL-28",0.000100000000000005,0.633579200342467,0.204470812294009,"PEL",2014-11-17,"Warmed","N","PEL",28,25,2.45,"",1.500625,"narrow",1.58783337946971,399.567585210058,17
"PEL-4",0.000100000000000007,0.69920882625104,0.182579491207314,"PEL",2014-11-17,"Home","N","PEL",4,21.9,1.87,"",0.7658211,"narrow",0.911123698610285,215.170760227339,17
"PEL-5",0.00210702775388524,0.646033157314548,0.210177564324885,"PEL",2014-11-17,"Home","N","PEL",5,26.1,2.83,"",2.0903229,"narrow",2.08765601983177,400.097140150797,17
"PEL-6",0.0298491887040702,0.738859846928976,0.16690794686411,"PEL",2014-11-17,"Home","N","PEL",6,24.9,2.58,"",1.6574436,"narrow",1.72364610857154,346.668378218235,17
"PEL-7",0.000100000000000002,0.606910529316827,0.207636803433852,"PEL",2014-11-17,"Home","N","PEL",7,27.2,2.55,"",1.76868,"narrow",1.81861958531,360.861561576258,17
"PEL-9",0.145689373470126,0.781194223948499,0.1277329412291,"PEL",2014-11-17,"Home","N","PEL",9,25.8,2.21,"",1.2600978,"narrow",1.3745478164113,292.673487659534,17
"PLAT-1",0.000100000000000307,0.579900490870524,0.171850236645731,"PLAT",2014-11-17,"Home","N","PLAT",1,28.6,2.22,"",1.4095224,"narrow",1.34154179458095,291.081594816776,17
"PLAT-10",0.253425666999947,0.816403132768692,0.0904779374241119,"PLAT",2014-11-17,"Home","N","PLAT",10,27.2,1.96,"",1.0449152,"narrow",1.04777757214177,245.267886979095,17
"PLAT-2",0.274382883886692,0.875881963955826,0.0922774976189765,"PLAT",2014-11-17,"Home","N","PLAT",2,25.8,2.04,"",1.0736928,"narrow",1.07154810389489,249.110171469054,17
"PLAT-20",0.304788800093912,0.819184783444251,0.0961792012465785,"PLAT",2014-11-17,"Warmed","N","PLAT",20,34,2.56,"",2.228224,"narrow",1.95806692271971,290.997082958543,17
"PLAT-22",0.00491959138974927,0.670758303933462,0.169422319841122,"PLAT",2014-11-17,"Warmed","N","PLAT",22,29.8,2.22,"",1.4686632,"narrow",1.38785265917194,222.066067972984,17
"PLAT-23",0.0426911685196179,0.698586035085478,0.155970662761849,"PLAT",2014-11-17,"Warmed","N","PLAT",23,34.4,2.03,"",1.4175896,"narrow",1.34787855965379,217.02676872884,17
"PLAT-25",0.0177256184106981,0.591938249254903,0.177621703812525,"PLAT",2014-11-17,"Warmed","N","PLAT",25,31.9,2.25,"",1.6149375,"narrow",1.50103346098321,236.169104338416,17
"PLAT-26",0.0970284120158367,0.686023232850422,0.130582478485105,"PLAT",2014-11-17,"Warmed","N","PLAT",26,31.6,2.09,"",1.3803196,"narrow",1.31854987296248,213.309075017766,17
"PLAT-27",0.00107123405718083,0.65888481398253,0.177901005192855,"PLAT",2014-11-17,"Warmed","N","PLAT",27,32.3,2.15,"",1.4930675,"narrow",1.40686742431006,224.452181603359,17
"PLAT-29",0.0211724620992083,0.693289868894894,0.153991453132048,"PLAT",2014-11-17,"Warmed","N","PLAT",29,26.1,2.11,"",1.1619981,"narrow",1.14381175878925,190.772826970251,17
"PLAT-3",0.0250818451970072,0.689379176349606,0.155908381774662,"PLAT",2014-11-17,"Home","N","PLAT",3,23.9,2.29,"",1.2533399,"narrow",1.21755982256021,272.165713695223,17
"PLAT-4",0.0477663016539015,0.665395139512898,0.162742619760114,"PLAT",2014-11-17,"Home","N","PLAT",4,30.2,2.43,"",1.7832798,"narrow",1.62910342709005,333.010739936553,17
"PLAT-5",0.462557571245631,0.984194885053059,0.0697693840021946,"PLAT",2014-11-17,"Home","N","PLAT",5,28.6,2.05,"",1.201915,"narrow",1.17615993908673,265.719310797985,17
"PLAT-8",0.0817122137153623,0.697865562321537,0.137162188072063,"PLAT",2014-11-17,"Home","N","PLAT",8,30.6,2.33,"",1.6612434,"narrow",1.53648419265632,319.774600069818,17
"SMIT-1",0.0490792543732045,0.725605763719172,0.0980167372398602,"SMIT",2014-11-17,"Home","S","SMIT",1,21.2,1.74,"",0.6418512,"narrow",0.575586510611502,49.7266333220352,17
"SMIT-10",0.14004778830858,0.999,0.0751798991220707,"SMIT",2014-11-17,"Home","S","SMIT",10,21.9,1.6,"",0.56064,"narrow",0.514754062607615,44.2592683945092,17
"SMIT-11",0.160628986581733,0.998999999999994,0.0759807960622459,"SMIT",2014-11-17,"Home","S","SMIT",11,22,1.86,"",0.761112,"narrow",0.662559750361187,57.5859251045921,17
"SMIT-2",0.13529496967983,0.80083740925167,0.0883978579858089,"SMIT",2014-11-17,"Home","S","SMIT",2,23.4,2.03,"",0.9642906,"narrow",0.80551701114125,70.5981994723711,17
"SMIT-20",0.100405734954823,0.743735914086421,0.127026158804574,"SMIT",2014-11-17,"Warmed","S","SMIT",20,35.5,2.04,"",1.477368,"narrow",1.14567993600287,84.2919502148493,17
"SMIT-21",0.0426638673444437,0.852545106424561,0.105448377167819,"SMIT",2014-11-17,"Warmed","S","SMIT",21,22,1.45,"",0.46255,"narrow",0.439169165394809,33.7098271643445,17
"SMIT-22",0.196712713258434,0.998999999999994,0.0733366117466981,"SMIT",2014-11-17,"Warmed","S","SMIT",22,23.6,1.57,"",0.5817164,"narrow",0.530681149621011,40.3948398806637,17
"SMIT-23",0.0762337086495632,0.787502702285915,0.105520548714442,"SMIT",2014-11-17,"Warmed","S","SMIT",23,23.3,1.89,"",0.8322993,"narrow",0.713326321180079,53.592514895657,17
"SMIT-26",0.000130776410294874,0.709882505456059,0.133114274694004,"SMIT",2014-11-17,"Warmed","S","SMIT",26,18.8,1.37,"",0.3528572,"narrow",0.351205535936822,27.2254792399682,17
"SMIT-27",0.0877963951980707,0.855862439310962,0.0906142795133232,"SMIT",2014-11-17,"Warmed","S","SMIT",27,24.7,1.41,"",0.4910607,"narrow",0.461403568664737,35.3392891824769,17
"SMIT-28",0.0760164052336879,0.809708681102335,0.0967170366646638,"SMIT",2014-11-17,"Warmed","S","SMIT",28,26.3,1.55,"",0.6318575,"narrow",0.568176415571344,43.118657879165,17
"SMIT-29",0.0104114800847729,0.722014470016678,0.134768819413684,"SMIT",2014-11-17,"Warmed","S","SMIT",29,25,1.82,"",0.8281,"narrow",0.710353247709649,53.3789974406266,17
"SMIT-3",0.0211436230496309,0.783324627354564,0.115103620105291,"SMIT",2014-11-17,"Home","S","SMIT",3,18.9,1.71,"",0.5526549,"narrow",0.50869275224237,43.7159644833129,17
"SMIT-31",0.060765324554668,0.716336629511642,0.131188417845597,"SMIT",2014-11-17,"Warmed","S","SMIT",31,31,2.02,"",1.264924,"narrow",1.00783694187223,74.5715603247528,17
"SMIT-4",0.0320138644473467,0.647432236971228,0.122483174584249,"SMIT",2014-11-17,"Home","S","SMIT",4,28.5,2.12,"",1.280904,"narrow",1.01833853820725,90.1496674254239,17
"SMIT-7",0.0930966137845149,0.981244347846101,0.0841915132812321,"SMIT",2014-11-17,"Home","S","SMIT",7,20.8,1.24,"",0.3198208,"narrow",0.323824583227672,27.296592516152,17
"SMIT-8",0.165161268639115,0.853176914986856,0.0786065897288053,"SMIT",2014-11-17,"Home","S","SMIT",8,27.4,1.69,"",0.7825714,"narrow",0.67794717860079,58.9811779640421,17
"SMIT-9",0.197143057317531,0.945660885800218,0.0781114749200134,"SMIT",2014-11-17,"Home","S","SMIT",9,27.2,1.59,"",0.6876432,"narrow",0.609288779676757,52.7664863535187,17
